gene_symbol	gene_symbol_long	_identifier
C2-128	C2-domain containing protein gene 128	glyma.Wm82.gnm2.ann1.Glyma.13G342700
C2-129	C2-domain containing protein gene 129	glyma.Wm82.gnm2.ann1.Glyma.13G364900
C2-13	C2-domain containing protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.02G248000
C2-130	C2-domain containing protein gene 130	glyma.Wm82.gnm2.ann1.Glyma.14G016700
C2-131	C2-domain containing protein gene 131	glyma.Wm82.gnm2.ann1.Glyma.14G034900
C2-132	C2-domain containing protein gene 132	glyma.Wm82.gnm2.ann1.Glyma.14G059200
C2-133	C2-domain containing protein gene 133	glyma.Wm82.gnm2.ann1.Glyma.14G059300
C2-134	C2-domain containing protein gene 134	glyma.Wm82.gnm2.ann1.Glyma.14G059400
C2-135	C2-domain containing protein gene 135	glyma.Wm82.gnm2.ann1.Glyma.14G068400
C2-136	C2-domain containing protein gene 136	glyma.Wm82.gnm2.ann1.Glyma.14G098500
C2-137	C2-domain containing protein gene 137	glyma.Wm82.gnm2.ann1.Glyma.14G187500
C2-138	C2-domain containing protein gene 138	glyma.Wm82.gnm2.ann1.Glyma.14G193800
C2-139	C2-domain containing protein gene 139	glyma.Wm82.gnm2.ann1.Glyma.14G220000
C2-14	C2-domain containing protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.02G248100
C2-140	C2-domain containing protein gene 140	glyma.Wm82.gnm2.ann1.Glyma.15G008400
C2-141	C2-domain containing protein gene 141	glyma.Wm82.gnm2.ann1.Glyma.15G008500
C2-142	C2-domain containing protein gene 142	glyma.Wm82.gnm2.ann1.Glyma.15G031600
C2-143	C2-domain containing protein gene 143	glyma.Wm82.gnm2.ann1.Glyma.15G120400
C2-144	C2-domain containing protein gene 144	glyma.Wm82.gnm2.ann1.Glyma.15G121500
C2-145	C2-domain containing protein gene 145	glyma.Wm82.gnm2.ann1.Glyma.15G130300
C2-146, SRC2	C2-domain containing protein gene 146	glyma.Wm82.gnm2.ann1.Glyma.15G152900
C2-147	C2-domain containing protein gene 147	glyma.Wm82.gnm2.ann1.Glyma.15G236900
C2-148	C2-domain containing protein gene 148	glyma.Wm82.gnm2.ann1.Glyma.15G245600
C2-149	C2-domain containing protein gene 149	glyma.Wm82.gnm2.ann1.Glyma.15G271400
C2-15	C2-domain containing protein gene 15	glyma.Wm82.gnm2.ann1.Glyma.02G257000
C2-150	C2-domain containing protein gene 150	glyma.Wm82.gnm2.ann1.Glyma.16G180300
C2-151	C2-domain containing protein gene 151	glyma.Wm82.gnm2.ann1.Glyma.16G180400
C2-152	C2-domain containing protein gene 152	glyma.Wm82.gnm2.ann1.Glyma.17G004700
C2-153	C2-domain containing protein gene 153	glyma.Wm82.gnm2.ann1.Glyma.17G109500
C2-154	C2-domain containing protein gene 154	glyma.Wm82.gnm2.ann1.Glyma.17G166900
C2-155	C2-domain containing protein gene 155	glyma.Wm82.gnm2.ann1.Glyma.17G259000
C2-156	C2-domain containing protein gene 156	glyma.Wm82.gnm2.ann1.Glyma.18G017500
C2-157	C2-domain containing protein gene 157	glyma.Wm82.gnm2.ann1.Glyma.18G027100
C2-158	C2-domain containing protein gene 158	glyma.Wm82.gnm2.ann1.Glyma.18G027200
C2-159	C2-domain containing protein gene 159	glyma.Wm82.gnm2.ann1.Glyma.18G027300
C2-16	C2-domain containing protein gene 16	glyma.Wm82.gnm2.ann1.Glyma.02G257100
C2-160	C2-domain containing protein gene 160	glyma.Wm82.gnm2.ann1.Glyma.18G030000
C2-161	C2-domain containing protein gene 161	glyma.Wm82.gnm2.ann1.Glyma.18G038400
C2-162	C2-domain containing protein gene 162	glyma.Wm82.gnm2.ann1.Glyma.18G039700
C2-163	C2-domain containing protein gene 163	glyma.Wm82.gnm2.ann1.Glyma.18G081900
C2-164	C2-domain containing protein gene 164	glyma.Wm82.gnm2.ann1.Glyma.18G224000
C2-165	C2-domain containing protein gene 165	glyma.Wm82.gnm2.ann1.Glyma.18G224800
C2-166	C2-domain containing protein gene 166	glyma.Wm82.gnm2.ann1.Glyma.18G225300
C2-167	C2-domain containing protein gene 167	glyma.Wm82.gnm2.ann1.Glyma.18G225400
C2-168	C2-domain containing protein gene 168	glyma.Wm82.gnm2.ann1.Glyma.18G230800
C2-169	C2-domain containing protein gene 169	glyma.Wm82.gnm2.ann1.Glyma.18G288600
C2-17	C2-domain containing protein gene 17	glyma.Wm82.gnm2.ann1.Glyma.02G257200
C2-170	C2-domain containing protein gene 170	glyma.Wm82.gnm2.ann1.Glyma.19G070700
C2-171	C2-domain containing protein gene 171	glyma.Wm82.gnm2.ann1.Glyma.19G070800
C2-172	C2-domain containing protein gene 172	glyma.Wm82.gnm2.ann1.Glyma.19G145400
C2-173	C2-domain containing protein gene 173	glyma.Wm82.gnm2.ann1.Glyma.19G239500
C2-174	C2-domain containing protein gene 174	glyma.Wm82.gnm2.ann1.Glyma.19G247300
C2-175	C2-domain containing protein gene 175	glyma.Wm82.gnm2.ann1.Glyma.19G252000
C2-176	C2-domain containing protein gene 176	glyma.Wm82.gnm2.ann1.Glyma.20G037600
C2-177	C2-domain containing protein gene 177	glyma.Wm82.gnm2.ann1.Glyma.20G081500
C2-178	C2-domain containing protein gene 178	glyma.Wm82.gnm2.ann1.Glyma.20G081900
C2-179	C2-domain containing protein gene 179	glyma.Wm82.gnm2.ann1.Glyma.20G180600
C2-18	C2-domain containing protein gene 18	glyma.Wm82.gnm2.ann1.Glyma.02G279900
C2-180	C2-domain containing protein gene 180	glyma.Wm82.gnm2.ann1.Glyma.20G199700
C2-19	C2-domain containing protein gene 19	glyma.Wm82.gnm2.ann1.Glyma.02G296900
C2-2	C2-domain containing protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G202200
C2-20	C2-domain containing protein gene 20	glyma.Wm82.gnm2.ann1.Glyma.03G012600
C2-21	C2-domain containing protein gene 21	glyma.Wm82.gnm2.ann1.Glyma.03G015400
C2-22	C2-domain containing protein gene 22	glyma.Wm82.gnm2.ann1.Glyma.03G015800
C2-23	C2-domain containing protein gene 23	glyma.Wm82.gnm2.ann1.Glyma.03G016000
C2-24	C2-domain containing protein gene 24	glyma.Wm82.gnm2.ann1.Glyma.03G016100
C2-25	C2-domain containing protein gene 25	glyma.Wm82.gnm2.ann1.Glyma.03G016200
C2-26	C2-domain containing protein gene 26	glyma.Wm82.gnm2.ann1.Glyma.03G016300
C2-27	C2-domain containing protein gene 27	glyma.Wm82.gnm2.ann1.Glyma.03G016400
C2-28	C2-domain containing protein gene 28	glyma.Wm82.gnm2.ann1.Glyma.03G020800
C2-29	C2-domain containing protein gene 29	glyma.Wm82.gnm2.ann1.Glyma.03G142500
C2-30	C2-domain containing protein gene 30	glyma.Wm82.gnm2.ann1.Glyma.03G242100
C2-31	C2-domain containing protein gene 31	glyma.Wm82.gnm2.ann1.Glyma.03G242200
C2-32	C2-domain containing protein gene 32	glyma.Wm82.gnm2.ann1.Glyma.03G249700
C2-33	C2-domain containing protein gene 33	glyma.Wm82.gnm2.ann1.Glyma.03G254400
C2-34	C2-domain containing protein gene 34	glyma.Wm82.gnm2.ann1.Glyma.04G020400
C2-35	C2-domain containing protein gene 35	glyma.Wm82.gnm2.ann1.Glyma.04G141600
C2-36	C2-domain containing protein gene 36	glyma.Wm82.gnm2.ann1.Glyma.04G187900
C2-37	C2-domain containing protein gene 37	glyma.Wm82.gnm2.ann1.Glyma.04G201500
C2-38	C2-domain containing protein gene 38	glyma.Wm82.gnm2.ann1.Glyma.04G224600
C2-39	C2-domain containing protein gene 39	glyma.Wm82.gnm2.ann1.Glyma.05G029600
C2-4	C2-domain containing protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.01G219200
C2-40	C2-domain containing protein gene 40	glyma.Wm82.gnm2.ann1.Glyma.05G098700
C2-41	C2-domain containing protein gene 41	glyma.Wm82.gnm2.ann1.Glyma.05G165900
C2-42	C2-domain containing protein gene 42	glyma.Wm82.gnm2.ann1.Glyma.05G168300
C2-43	C2-domain containing protein gene 43	glyma.Wm82.gnm2.ann1.Glyma.05G204900
C2-44	C2-domain containing protein gene 44	glyma.Wm82.gnm2.ann1.Glyma.05G246400
C2-45	C2-domain containing protein gene 45	glyma.Wm82.gnm2.ann1.Glyma.06G003700
C2-46	C2-domain containing protein gene 46	glyma.Wm82.gnm2.ann1.Glyma.06G020500
C2-47	C2-domain containing protein gene 47	glyma.Wm82.gnm2.ann1.Glyma.06G066600
C2-48	C2-domain containing protein gene 48	glyma.Wm82.gnm2.ann1.Glyma.06G068600
C2-49	C2-domain containing protein gene 49	glyma.Wm82.gnm2.ann1.Glyma.06G068700
C2-5	C2-domain containing protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.01G244500
C2-50	C2-domain containing protein gene 50	glyma.Wm82.gnm2.ann1.Glyma.06G140100
C2-51	C2-domain containing protein gene 51	glyma.Wm82.gnm2.ann1.Glyma.06G163800
C2-52	C2-domain containing protein gene 52	glyma.Wm82.gnm2.ann1.Glyma.06G177800
C2-53	C2-domain containing protein gene 53	glyma.Wm82.gnm2.ann1.Glyma.06G241700
C2-54	C2-domain containing protein gene 54	glyma.Wm82.gnm2.ann1.Glyma.06G292000
C2-55	C2-domain containing protein gene 55	glyma.Wm82.gnm2.ann1.Glyma.07G010900
C2-56	C2-domain containing protein gene 56	glyma.Wm82.gnm2.ann1.Glyma.07G031100
C2-57	C2-domain containing protein gene 57	glyma.Wm82.gnm2.ann1.Glyma.07G072500
C2-58	C2-domain containing protein gene 58	glyma.Wm82.gnm2.ann1.Glyma.07G075300
C2-59	C2-domain containing protein gene 59	glyma.Wm82.gnm2.ann1.Glyma.07G076100
C2-6	C2-domain containing protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G093500
C2-60	C2-domain containing protein gene 60	glyma.Wm82.gnm2.ann1.Glyma.07G076200
C2-61	C2-domain containing protein gene 61	glyma.Wm82.gnm2.ann1.Glyma.07G076300
C2-62	C2-domain containing protein gene 62	glyma.Wm82.gnm2.ann1.Glyma.07G076400
C2-63	C2-domain containing protein gene 63	glyma.Wm82.gnm2.ann1.Glyma.07G076600
C2-64	C2-domain containing protein gene 64	glyma.Wm82.gnm2.ann1.Glyma.07G080400
C2-65	C2-domain containing protein gene 65	glyma.Wm82.gnm2.ann1.Glyma.07G082700
C2-66	C2-domain containing protein gene 66	glyma.Wm82.gnm2.ann1.Glyma.07G089100
C2-67	C2-domain containing protein gene 67	glyma.Wm82.gnm2.ann1.Glyma.07G092400
C2-68	C2-domain containing protein gene 68	glyma.Wm82.gnm2.ann1.Glyma.07G102400
C2-69	C2-domain containing protein gene 69	glyma.Wm82.gnm2.ann1.Glyma.07G177900
C2-7	C2-domain containing protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G137500
C2-70	C2-domain containing protein gene 70	glyma.Wm82.gnm2.ann1.Glyma.07G207700
C2-71	C2-domain containing protein gene 71	glyma.Wm82.gnm2.ann1.Glyma.07G219900
C2-72	C2-domain containing protein gene 72	glyma.Wm82.gnm2.ann1.Glyma.07G230700
C2-73	C2-domain containing protein gene 73	glyma.Wm82.gnm2.ann1.Glyma.07G248600
C2-74	C2-domain containing protein gene 74	glyma.Wm82.gnm2.ann1.Glyma.07G268400
C2-75	C2-domain containing protein gene 75	glyma.Wm82.gnm2.ann1.Glyma.07G269000
C2-76	C2-domain containing protein gene 76	glyma.Wm82.gnm2.ann1.Glyma.08G007500
C2-77	C2-domain containing protein gene 77	glyma.Wm82.gnm2.ann1.Glyma.08G011900
C2-78	C2-domain containing protein gene 78	glyma.Wm82.gnm2.ann1.Glyma.08G041800
C2-79	C2-domain containing protein gene 79	glyma.Wm82.gnm2.ann1.Glyma.08G054500
C2-8	C2-domain containing protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.02G137700
C2-80	C2-domain containing protein gene 80	glyma.Wm82.gnm2.ann1.Glyma.08G124000
C2-81	C2-domain containing protein gene 81	glyma.Wm82.gnm2.ann1.Glyma.08G126700
C2-82	C2-domain containing protein gene 82	glyma.Wm82.gnm2.ann1.Glyma.08G152000
C2-83	C2-domain containing protein gene 83	glyma.Wm82.gnm2.ann1.Glyma.08G194100
C2-84	C2-domain containing protein gene 84	glyma.Wm82.gnm2.ann1.Glyma.08G211700
C2-85	C2-domain containing protein gene 85	glyma.Wm82.gnm2.ann1.Glyma.08G239300
C2-86	C2-domain containing protein gene 86	glyma.Wm82.gnm2.ann1.Glyma.08G325300
C2-87	C2-domain containing protein gene 87	glyma.Wm82.gnm2.ann1.Glyma.09G003400
C2-88	C2-domain containing protein gene 88	glyma.Wm82.gnm2.ann1.Glyma.09G014700
C2-89	C2-domain containing protein gene 89	glyma.Wm82.gnm2.ann1.Glyma.09G015700
C2-9	C2-domain containing protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G176700
C2-90	C2-domain containing protein gene 90	glyma.Wm82.gnm2.ann1.Glyma.09G024400
C2-91, COR2	C2-domain containing protein gene 91	glyma.Wm82.gnm2.ann1.Glyma.09G045700
C2-92	C2-domain containing protein gene 92	glyma.Wm82.gnm2.ann1.Glyma.09G117100
C2-93	C2-domain containing protein gene 93	glyma.Wm82.gnm2.ann1.Glyma.09G134500
C2-94	C2-domain containing protein gene 94	glyma.Wm82.gnm2.ann1.Glyma.09G176900
C2-95	C2-domain containing protein gene 95	glyma.Wm82.gnm2.ann1.Glyma.09G182700
C2-96	C2-domain containing protein gene 96	glyma.Wm82.gnm2.ann1.Glyma.09G187900
C2-97	C2-domain containing protein gene 97	glyma.Wm82.gnm2.ann1.Glyma.09G261200
C2-98	C2-domain containing protein gene 98	glyma.Wm82.gnm2.ann1.Glyma.09G266600
C2-99	C2-domain containing protein gene 99	glyma.Wm82.gnm2.ann1.Glyma.10G091800
C3H	C3H protein gene	glyma.Wm82.gnm2.ann1.Glyma.05G224400
C4H, C4H2	trans-cinnamate 4-monooxygenase gene	glyma.Wm82.gnm2.ann1.Glyma.02G236500
C4H1, C4H20	cinnamate 4-hydroxylase gene 1	glyma.Wm82.gnm2.ann1.Glyma.20G114200
C4H10	Cinnamate 4-hydroxylase Chr10 gene	glyma.Wm82.gnm2.ann1.Glyma.10G275550
C4H14	Cinnamate 4-hydroxylase Chr14 gene	glyma.Wm82.gnm2.ann1.Glyma.14G205200
CA1	carbonic anhydrase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.06G182700
CAB3	chlorophyll a/b-binding protein 3 gene	glyma.Wm82.gnm2.ann1.Glyma.05G128000
CAMK1	CaM-binding protein kinase 1 protein gene	glyma.Wm82.gnm2.ann1.Glyma.12G216000
CAMS1	CAMELLIOL C SYNTHASE 1 protein gene	glyma.Wm82.gnm2.ann1.Glyma.15G065600
CAMTA1	Calmodulin binding transcription activator gene 1	glyma.Wm82.gnm2.ann1.Glyma.05G178200
CAMTA10, ANK44	Calmodulin binding transcription activator gene 10	glyma.Wm82.gnm2.ann1.Glyma.05G148300
CAMTA11, ANK192	Calmodulin binding transcription activator gene 11	glyma.Wm82.gnm2.ann1.Glyma.18G005100
CAMTA12, ANK186	Calmodulin binding transcription activator gene 12	glyma.Wm82.gnm2.ann1.Glyma.17G031900
CAMTA13, ANK73	Calmodulin binding transcription activator gene 13	glyma.Wm82.gnm2.ann1.Glyma.07G242000
CAMTA15, ANK81	Calmodulin binding transcription activator gene 15	glyma.Wm82.gnm2.ann1.Glyma.08G105200
CAMTA2	Calmodulin binding transcription activator gene 2	glyma.Wm82.gnm2.ann1.Glyma.08G135200
CAMTA4	Calmodulin binding transcription activator gene 4	glyma.Wm82.gnm2.ann1.Glyma.08G072100
CAMTA5	Calmodulin binding transcription activator gene 5	glyma.Wm82.gnm2.ann1.Glyma.05G117000
CAMTA6, ANK84	Calmodulin binding transcription activator gene 6	glyma.Wm82.gnm2.ann1.Glyma.08G178900
CAMTA7	Calmodulin binding transcription activator gene 7	glyma.Wm82.gnm2.ann1.Glyma.17G038800
CAMTA8, ANK171	Calmodulin binding transcription activator gene 8	glyma.Wm82.gnm2.ann1.Glyma.15G143400
CAS	calcium sensing receptor, chloroplastic-like protein gene	glyma.Wm82.gnm2.ann1.Glyma.17G084300
CASP2	casparian strip membrane protein 2 gene	glyma.Wm82.gnm2.ann1.Glyma.10G075400
CAT1	catalase gene 1	glyma.Wm82.gnm2.ann1.Glyma.17G261700
CAT3	catalase gene 3	glyma.Wm82.gnm2.ann1.Glyma.14G223500
CAT4	catalase gene 4	glyma.Wm82.gnm2.ann1.Glyma.04G017500
CAT5	catalase gene 5	glyma.Wm82.gnm2.ann1.Glyma.06G017900
CB5-A2	cytochrome b5 protein gene A2	glyma.Wm82.gnm2.ann1.Glyma.04G231800
CBL1	Calcineurin B-Like protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G235900
CBL10	Calcineurin B-Like protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.09G016000
CBL11	Calcineurin B-Like protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.11G038900
CBL12	Calcineurin B-Like protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.17G004400
CBL13	Calcineurin B-Like protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.17G149000
CBL14	Calcineurin B-Like protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.17G229500
CBL15	Calcineurin B-Like protein gene 15	glyma.Wm82.gnm2.ann1.Glyma.18G074200
CBL2	Calcineurin B-Like protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.05G066800
CBL3	Calcineurin B-Like protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.05G217700
CBL4	Calcineurin B-Like protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.06G128700
CBL5	Calcineurin B-Like protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.07G010800
CBL6	Calcineurin B-Like protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.07G269200
CBL7	Calcineurin B-Like protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.08G023700
CBL8	Calcineurin B-Like protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.08G194000
CBL9	Calcineurin B-Like protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.08G332800
CBP	putative calmodulin-binding protein gene	glyma.Wm82.gnm2.ann1.Glyma.09G231200
CBP60A-1	Calmodulin Binding Protein 60A gene 1	glyma.Wm82.gnm2.ann1.Glyma.05G034600
CBP60A-2	Calmodulin Binding Protein 60A gene 2	glyma.Wm82.gnm2.ann1.Glyma.17G092700
CBP60B-1	Calmodulin Binding Protein 60B gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G232500
CBP60B-2	Calmodulin Binding Protein 60B gene 2	glyma.Wm82.gnm2.ann1.Glyma.07G190700
CBP60B-3	Calmodulin Binding Protein 60B gene 3	glyma.Wm82.gnm2.ann1.Glyma.08G058600
CBP60B-4	Calmodulin Binding Protein 60B gene 4	glyma.Wm82.gnm2.ann1.Glyma.13G094800
CBP60B-5	Calmodulin Binding Protein 60B gene 5	glyma.Wm82.gnm2.ann1.Glyma.17G065500
CBP60B-6	Calmodulin Binding Protein 60B gene 6	glyma.Wm82.gnm2.ann1.Glyma.19G229500
CBP60C-1	Calmodulin Binding Protein 60C gene 1	glyma.Wm82.gnm2.ann1.Glyma.15G067700
CBP60D-1	Calmodulin Binding Protein 60D gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G232400
CBP60D-2	Calmodulin Binding Protein 60D gene 2	glyma.Wm82.gnm2.ann1.Glyma.19G229400
CBP60E-1	Calmodulin Binding Protein 60E gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G232600
CBP60E-2	Calmodulin Binding Protein 60E gene 2	glyma.Wm82.gnm2.ann1.Glyma.09G098700
CBP60E-3	Calmodulin Binding Protein 60E gene 3	glyma.Wm82.gnm2.ann1.Glyma.15G206100
CBP60G-1	Calmodulin Binding Protein 60G gene 1	glyma.Wm82.gnm2.ann1.Glyma.10G148700
CCD7	carotenoid cleavage dioxygenase gene 7	glyma.Wm82.gnm2.ann1.Glyma.U016700
CCD8	carotenoid cleavage dioxygenase gene 8	glyma.Wm82.gnm2.ann1.Glyma.06G085800
CCDA	cytochrome c-type biogenesis ccda-like chloroplastic protein 2-like gene	glyma.Wm82.gnm2.ann1.Glyma.12G147300
CCH	heavy-metal-associated domain-containing protein gene	glyma.Wm82.gnm2.ann1.Glyma.06G106700
CCR	cinnamoyl-CoA reductase gene	glyma.Wm82.gnm2.ann1.Glyma.13G369800
CCS1	Copper Chaperone For Superoxide Dismutase gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G183300
CCS10	Copper Chaperone For Superoxide Dismutase gene 10	glyma.Wm82.gnm2.ann1.Glyma.10G112000
CCS11	Copper Chaperone For Superoxide Dismutase gene 11	glyma.Wm82.gnm2.ann1.Glyma.10G203200
CCS12	Copper Chaperone For Superoxide Dismutase gene 12	glyma.Wm82.gnm2.ann1.Glyma.11G091400
CCS13, CCS14, CCS15, CCS16	Copper Chaperone For Superoxide Dismutase gene 13 transcript 1	glyma.Wm82.gnm2.ann1.Glyma.11G192700
CCS18, CCS17	Copper Chaperone For Superoxide Dismutase gene 18 transcript 2	glyma.Wm82.gnm2.ann1.Glyma.12G081300
CCS19	Copper Chaperone For Superoxide Dismutase gene 19	glyma.Wm82.gnm2.ann1.Glyma.12G178800
CCS20	Copper Chaperone For Superoxide Dismutase gene 20	glyma.Wm82.gnm2.ann1.Glyma.12G210500
CCS21	Copper Chaperone For Superoxide Dismutase gene 21	glyma.Wm82.gnm2.ann1.Glyma.13G290800
CCS22, CCS23	Copper Chaperone For Superoxide Dismutase gene 22	glyma.Wm82.gnm2.ann1.Glyma.16G153900
CCS24	Copper Chaperone For Superoxide Dismutase gene 24	glyma.Wm82.gnm2.ann1.Glyma.19G184100
CCS30	Copper Chaperone For Superoxide Dismutase gene 30	glyma.Wm82.gnm2.ann1.Glyma.20G187100
CCS31	Copper Chaperone For Superoxide Dismutase gene 31	glyma.Wm82.gnm2.ann1.Glyma.20G218500
CCS4, CCS2, CCS3	Copper Chaperone For Superoxide Dismutase gene 4	glyma.Wm82.gnm2.ann1.Glyma.03G242900
CCS5, CCS6	Copper Chaperone For Superoxide Dismutase gene 5 transcript 1	glyma.Wm82.gnm2.ann1.Glyma.04G197300
CCS52	WD-repeat cell cycle regulatory protein gene	glyma.Wm82.gnm2.ann1.Glyma.11G219600
CCS7, CCS, CCS8	Copper Chaperone For Superoxide Dismutase gene 7 transcript 2	glyma.Wm82.gnm2.ann1.Glyma.05G055000
CCS9	Copper Chaperone For Superoxide Dismutase gene 9	glyma.Wm82.gnm2.ann1.Glyma.05G157900
CCT-D	cytosolic chaperonin gene	glyma.Wm82.gnm2.ann1.Glyma.08G050100
CD-5	Foliage Pigmentation gene	glyma.Wm82.gnm2.ann1.Glyma.15G080200
CDC48	plamsma membrane-associated AAA-ATPase gene	glyma.Wm82.gnm2.ann1.Glyma.13G323600
CDF1	cation diffusion facilitator protein 1 gene	glyma.Wm82.gnm2.ann1.Glyma.08G102000
CDF2, DOF18.3	Cycling Dof Factor protein 2 gene	glyma.Wm82.gnm2.ann1.Glyma.18G260500
CDF3a, DOF6.4	Cycling Dof Factor 3 gene a	glyma.Wm82.gnm2.ann1.Glyma.06G194800
CDF3b, DOF2.3	Cycling Dof Factor 3 gene b	glyma.Wm82.gnm2.ann1.Glyma.02G108600
CDF3c, DOF5.2	Cycling Dof Factor 3 gene c	glyma.Wm82.gnm2.ann1.Glyma.05G025900
CDF3d, DOF17.3	Cycling Dof Factor 3 gene d	glyma.Wm82.gnm2.ann1.Glyma.17G101000
CDPK	Calcium-dependent protein kinase SK5 protein gene	glyma.Wm82.gnm2.ann1.Glyma.08G005600
CDPK-BETA	calmodulin-like domain protein kinase isoenzyme beta protein gene	glyma.Wm82.gnm2.ann1.Glyma.20G175100
CDPK-GAMMA	calmodulin-like domain protein kinase isoenzyme gamma protein gene	glyma.Wm82.gnm2.ann1.Glyma.08G316500
CDPK1	Calcium-Dependent Protein Kinases gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G166100
CDPK10	Calcium-Dependent Protein Kinases gene 10	glyma.Wm82.gnm2.ann1.Glyma.03G204100
CDPK11	Calcium-Dependent Protein Kinases gene 11	glyma.Wm82.gnm2.ann1.Glyma.04G175300
CDPK12	Calcium-Dependent Protein Kinases gene 12	glyma.Wm82.gnm2.ann1.Glyma.04G204400
CDPK2	Calcium-Dependent Protein Kinases gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G223200
CDPK3	Calcium-Dependent Protein Kinases gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G048300
CDPK4	Calcium-Dependent Protein Kinases gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G182900
CDPK5	Calcium-Dependent Protein Kinases gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G192700
CDPK6	Calcium-Dependent Protein Kinases gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G278900
CDPK7	Calcium-Dependent Protein Kinases gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G291300
CDPK8	Calcium-Dependent Protein Kinases gene 8	glyma.Wm82.gnm2.ann1.Glyma.02G311800
CDPK9	Calcium-Dependent Protein Kinases gene 9	glyma.Wm82.gnm2.ann1.Glyma.03G138000
CEL12	endo-1,4-beta-glucancase gene	glyma.Wm82.gnm2.ann1.Glyma.09G018500
CEL7	alpha family endo-beta-1,4-glucanase gene	glyma.Wm82.gnm2.ann1.Glyma.02G016400
CEL8	endo-1,4-beta-glucanase gene	glyma.Wm82.gnm2.ann1.Glyma.08G022300
CEN1	SELF-PRUNING-like protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G209500
CEN2	CEN-like protein 2-like gene	glyma.Wm82.gnm2.ann1.Glyma.10G071400
CEN3	CENTRORADIALIS-like protein 3 gene	glyma.Wm82.gnm2.ann1.Glyma.12G184000
CEN4	CENTRORADIALIS-like protein 4 gene	glyma.Wm82.gnm2.ann1.Glyma.13G317100
CENH3	Centromere specific histone 3 gene	glyma.Wm82.gnm2.ann1.Glyma.07G057300
CFIM-25	mRNA and protein family gene	glyma.Wm82.gnm2.ann1.Glyma.09G066700
CG-1, GM7S	beta-conglycinin alpha prime subunit 1 gene	glyma.Wm82.gnm2.ann1.Glyma.10G246300
CG-ALPHA-2, Cgy2	beta-conglycinin alpha prime subunit 2 gene	glyma.Wm82.gnm2.ann1.Glyma.20G148400
CG-BETA-1, Cgy4	beta-conglycinin beta-subunit 1 gene	glyma.Wm82.gnm2.ann1.Glyma.20G146200
CG-BETA-2	beta-conglycinin, beta chain-like gene	glyma.Wm82.gnm2.ann1.Glyma.20G148200
CGS1	cystathionine gamma-synthase 1, chloroplastic gene	glyma.Wm82.gnm2.ann1.Glyma.18G261600
CGS2	cystathionine-gamma-synthase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.09G235400
CHI1, CHI1A	chalcone-flavonone isomerase 1A gene	glyma.Wm82.gnm2.ann1.Glyma.20G241500
CHI1B1, CHI2	chalcone isomerase 1B1 gene	glyma.Wm82.gnm2.ann1.Glyma.20G241600
CHI1B2	chalcone isomerase 1B2 gene	glyma.Wm82.gnm2.ann1.Glyma.10G292200
CHI2-A, CHI3	chalcone--flavonone isomerase 2-A gene	glyma.Wm82.gnm2.ann1.Glyma.20G241700
CHI3A1	chalcone isomerase 3A1 gene	glyma.Wm82.gnm2.ann1.Glyma.13G262500
CHI3A2	chalcone isomerase 3A2 gene	glyma.Wm82.gnm2.ann1.Glyma.15G242900
CHI3B1	chlacone isomerase 3B1 gene	glyma.Wm82.gnm2.ann1.Glyma.03G154600
CHI3B2	chalcone isomerase 3B2 gene	glyma.Wm82.gnm2.ann1.Glyma.19G156900
